user_id,group,show_id,clicked
150,mysterious,s3363,0
151,enthusiastic,s2326,0
152,control,s6904,0
153,control,s355,0
154,enthusiastic,s1676,0
155,serious,s6904,0
156,mysterious,s7150,0
157,mysterious,s2720,0
158,control,s1676,0
159,mysterious,s355,0
160,witty,s607,0
161,mysterious,s615,0
162,mysterious,s6603,0
163,mysterious,s2168,0
164,serious,s7920,0
165,enthusiastic,s4149,0
166,control,s3363,0
167,control,s6603,0
168,witty,s8485,0
169,mysterious,s6063,0
170,serious,s2886,0
171,witty,s6603,0
172,control,s553,0
173,serious,s3557,0
174,mysterious,s6063,0
175,mysterious,s4149,0
176,mysterious,s6904,0
177,witty,s2720,0
178,mysterious,s4149,0
179,serious,s3026,0
180,enthusiastic,s7150,0
181,control,s7150,0
182,serious,s2305,0
183,control,s7095,0
184,control,s3363,0
185,serious,s3026,0
186,mysterious,s7920,0
187,witty,s7612,0
188,mysterious,s2326,0
189,enthusiastic,s6063,1
190,witty,s2168,0
191,mysterious,s607,0
192,witty,s3523,0
193,enthusiastic,s7095,0
194,enthusiastic,s2886,0
195,witty,s3523,0
196,serious,s4149,0
197,serious,s3557,0
198,enthusiastic,s7240,0
199,control,s355,0
200,mysterious,s6904,0
201,serious,s7920,0
202,witty,s553,0
203,enthusiastic,s6063,0
204,enthusiastic,s7150,0
205,enthusiastic,s553,0
206,mysterious,s6593,0
207,enthusiastic,s2305,0
208,witty,s1676,0
209,witty,s3363,0
210,witty,s355,0
211,mysterious,s607,0
212,control,s615,0
213,serious,s2305,0
214,mysterious,s3557,0
215,control,s3557,0
216,serious,s2720,0
217,witty,s6593,0
218,enthusiastic,s2305,0
219,serious,s2305,1
220,witty,s3363,0
221,control,s3026,0
222,enthusiastic,s2886,0
223,witty,s7612,0
224,enthusiastic,s355,0
225,control,s7240,0
226,mysterious,s2886,0
227,witty,s8485,0
228,enthusiastic,s4149,0
229,enthusiastic,s615,0
230,serious,s2168,0
231,mysterious,s3363,0
232,witty,s7240,0
233,witty,s7240,0
234,mysterious,s3523,0
235,witty,s2720,0
236,control,s7920,0
237,control,s2305,0
238,mysterious,s607,0
239,control,s2168,1
240,mysterious,s355,0
241,control,s3523,0
242,enthusiastic,s6063,0
243,enthusiastic,s8485,0
244,control,s2305,0
245,enthusiastic,s2326,0
246,witty,s4149,0
247,serious,s3557,0
248,enthusiastic,s553,0
249,serious,s8485,0
250,witty,s3363,0
251,serious,s7095,0
252,serious,s4149,0
253,mysterious,s355,0
254,enthusiastic,s7920,0
255,mysterious,s3026,0
256,mysterious,s2720,0
257,mysterious,s4149,0
258,witty,s2305,0
259,mysterious,s6063,0
260,control,s3557,0
261,enthusiastic,s2305,0
262,enthusiastic,s8485,0
263,control,s7612,0
264,witty,s607,0
265,enthusiastic,s607,0
266,control,s3523,0
267,enthusiastic,s3523,0
268,witty,s7612,0
269,mysterious,s355,0
270,mysterious,s7150,0
271,control,s3026,0
272,mysterious,s607,0
273,mysterious,s355,0
274,witty,s3523,0
275,control,s615,0
276,enthusiastic,s2305,0
277,enthusiastic,s4149,0
278,serious,s4149,0
279,control,s6063,0
280,enthusiastic,s2326,0
281,control,s615,0
282,mysterious,s553,0
283,enthusiastic,s2886,0
284,enthusiastic,s7240,0
285,enthusiastic,s6593,0
286,enthusiastic,s7095,0
287,control,s6603,0
288,enthusiastic,s3523,0
289,witty,s6603,1
290,enthusiastic,s6603,0
291,witty,s553,0
292,witty,s4149,0
293,witty,s6904,0
294,witty,s2326,0
295,serious,s8485,0
296,control,s3363,0
297,control,s8485,0
298,control,s7612,0
299,enthusiastic,s3523,0
300,witty,s1676,0
301,witty,s7612,1
302,serious,s615,0
303,witty,s2720,0
304,serious,s2326,0
305,witty,s4149,0
306,witty,s7095,0
307,control,s2720,0
308,serious,s8485,0
309,enthusiastic,s8485,0
310,mysterious,s607,0
311,mysterious,s2720,0
312,enthusiastic,s3026,0
313,serious,s6904,0
314,mysterious,s2305,0
315,control,s2886,0
316,witty,s3523,0
317,serious,s6063,0
318,mysterious,s3363,0
319,enthusiastic,s553,0
320,serious,s3363,0
321,witty,s1676,0
322,serious,s8485,0
323,enthusiastic,s6904,0
324,serious,s2326,0
325,enthusiastic,s7612,0
326,enthusiastic,s355,1
327,witty,s3557,0
328,enthusiastic,s355,1
329,mysterious,s4149,0
330,witty,s607,0
331,control,s6904,0
332,mysterious,s2326,0
333,enthusiastic,s6904,0
334,control,s7240,0
335,mysterious,s3523,0
336,enthusiastic,s7612,0
337,mysterious,s1676,0
338,control,s8485,0
339,control,s6904,0
340,witty,s7150,0
341,mysterious,s7095,0
342,witty,s553,0
343,mysterious,s1676,0
344,control,s3523,0
345,enthusiastic,s7612,0
346,serious,s6063,0
347,witty,s7095,0
348,mysterious,s6593,0
349,witty,s2326,0
350,serious,s355,0
351,control,s8485,0
352,mysterious,s2168,0
353,mysterious,s2886,0
354,control,s7240,0
355,control,s6063,0
356,witty,s8485,0
357,control,s607,0
358,witty,s6904,0
359,witty,s7612,0
360,enthusiastic,s7240,0
361,witty,s3557,0
362,enthusiastic,s7920,0
363,witty,s6063,0
364,serious,s6603,0
365,enthusiastic,s1676,0
366,mysterious,s7612,0
367,serious,s7095,0
368,enthusiastic,s6063,0
369,witty,s2886,0
370,control,s553,0
371,control,s7095,0
372,mysterious,s4149,0
373,enthusiastic,s6063,0
374,witty,s8485,1
375,mysterious,s2168,0
376,mysterious,s3026,0
377,mysterious,s8485,0
378,enthusiastic,s2720,0
379,mysterious,s6603,0
380,serious,s7150,0
381,serious,s7920,0
382,witty,s7150,0
383,control,s1676,0
384,control,s553,0
385,serious,s6904,0
386,control,s2720,0
387,mysterious,s4149,0
388,enthusiastic,s2886,0
389,control,s2305,0
390,enthusiastic,s2720,0
391,serious,s2720,1
392,enthusiastic,s7095,0
393,mysterious,s2720,0
394,enthusiastic,s355,1
395,control,s4149,0
396,mysterious,s6603,0
397,witty,s6603,0
398,control,s3557,0
399,control,s355,0
400,mysterious,s7095,0
401,mysterious,s7095,0
402,enthusiastic,s2886,0
403,serious,s3363,0
404,witty,s7920,0
405,control,s2886,1
406,witty,s2720,0
407,witty,s8485,0
408,witty,s2168,0
409,control,s6063,0
410,enthusiastic,s6904,0
411,mysterious,s553,0
412,enthusiastic,s6904,0
413,mysterious,s7150,0
414,enthusiastic,s3523,0
415,enthusiastic,s6603,0
416,enthusiastic,s7240,0
417,witty,s3363,0
418,control,s3523,0
419,serious,s6593,0
420,mysterious,s7612,0
421,serious,s7240,0
422,enthusiastic,s6904,0
423,mysterious,s607,1
424,witty,s6593,0
425,witty,s615,0
426,mysterious,s2720,0
427,control,s2305,0
428,serious,s7150,0
429,control,s6603,0
430,mysterious,s7612,0
431,mysterious,s2720,0
432,mysterious,s4149,0
433,control,s7612,0
434,enthusiastic,s1676,0
435,mysterious,s2305,0
436,enthusiastic,s2305,0
437,mysterious,s2168,0
438,enthusiastic,s607,0
439,witty,s3363,0
440,control,s6904,0
441,mysterious,s6603,0
442,mysterious,s2886,0
443,enthusiastic,s2305,0
444,mysterious,s7920,0
445,witty,s8485,0
446,control,s6593,0
447,mysterious,s553,0
448,witty,s2886,0
449,mysterious,s7150,0
450,mysterious,s607,0
451,mysterious,s7920,0
452,enthusiastic,s6063,0
453,control,s7920,0
454,enthusiastic,s2720,0
455,mysterious,s4149,0
456,serious,s3026,0
457,mysterious,s2886,0
458,serious,s2720,0
459,enthusiastic,s3523,0
460,control,s7095,0
461,witty,s2720,0
462,enthusiastic,s7612,0
463,mysterious,s2326,0
464,witty,s4149,0
465,enthusiastic,s6063,0
466,enthusiastic,s2305,0
467,enthusiastic,s7240,0
468,control,s607,0
469,serious,s6904,0
470,enthusiastic,s2720,0
471,witty,s615,0
472,serious,s3557,0
473,enthusiastic,s607,0
474,mysterious,s2886,0
475,enthusiastic,s8485,0
476,witty,s2168,0
477,control,s2168,0
478,control,s6593,0
479,control,s355,0
480,serious,s3557,0
481,serious,s6593,0
482,witty,s6603,1
483,control,s355,0
484,control,s7612,0
485,control,s355,0
486,enthusiastic,s6593,0
487,control,s607,0
488,control,s6593,0
489,control,s1676,0
490,enthusiastic,s2326,0
491,control,s2326,0
492,mysterious,s553,0
493,mysterious,s6904,0
494,serious,s2168,0
495,serious,s3026,0
496,enthusiastic,s4149,0
497,mysterious,s7150,0
498,enthusiastic,s6063,0
499,mysterious,s2305,0
500,enthusiastic,s6603,0
501,serious,s3026,0
502,witty,s1676,0
503,enthusiastic,s2168,0
504,serious,s7920,0
505,mysterious,s2168,0
506,control,s2326,1
507,control,s6904,0
508,witty,s2168,0
509,witty,s6603,0
510,serious,s7920,0
511,serious,s2168,0
512,mysterious,s6904,0
513,serious,s7920,0
514,control,s3557,0
515,enthusiastic,s1676,0
516,enthusiastic,s615,0
517,mysterious,s7095,0
518,control,s607,0
519,enthusiastic,s7150,0
520,mysterious,s7095,0
521,serious,s6603,0
522,control,s3523,0
523,serious,s2886,0
524,witty,s607,0
525,enthusiastic,s3026,0
526,mysterious,s7150,0
527,control,s6603,0
528,mysterious,s2168,1
529,serious,s2720,0
530,mysterious,s3363,0
531,witty,s2168,0
532,mysterious,s355,1
533,serious,s3523,1
534,control,s7920,0
535,serious,s7920,0
536,mysterious,s6904,0
537,mysterious,s6904,0
538,witty,s7150,0
539,enthusiastic,s7095,0
540,enthusiastic,s2305,0
541,serious,s3026,0
542,enthusiastic,s6904,0
543,control,s3026,0
544,mysterious,s615,1
545,control,s6063,0
546,witty,s3363,0
547,witty,s2326,0
548,witty,s8485,0
549,control,s615,0
550,enthusiastic,s6063,0
551,control,s8485,0
552,witty,s3363,0
553,enthusiastic,s3557,0
554,mysterious,s7920,1
555,enthusiastic,s3363,0
556,enthusiastic,s7612,0
557,enthusiastic,s8485,0
558,witty,s6603,0
559,control,s6904,0
560,enthusiastic,s7095,0
561,enthusiastic,s8485,0
562,control,s2326,0
563,enthusiastic,s2326,0
564,control,s6603,0
565,mysterious,s7920,0
566,serious,s7095,0
567,enthusiastic,s615,0
568,witty,s607,0
569,serious,s3363,0
570,witty,s3363,0
571,control,s2305,0
572,mysterious,s6063,0
573,enthusiastic,s607,0
574,serious,s3523,0
575,serious,s2305,0
576,witty,s7240,0
577,serious,s2326,0
578,enthusiastic,s3523,0
579,mysterious,s7240,0
580,serious,s3557,0
581,witty,s2305,0
582,witty,s553,0
583,mysterious,s2886,0
584,control,s6063,0
585,mysterious,s2168,0
586,serious,s553,0
587,witty,s607,0
588,control,s7150,0
589,witty,s2326,0
590,enthusiastic,s6904,0
591,witty,s6063,0
592,serious,s4149,0
593,serious,s7095,0
594,serious,s1676,0
595,mysterious,s2886,0
596,witty,s4149,0
597,witty,s2720,0
598,control,s553,0
599,witty,s2886,0
600,enthusiastic,s6063,0
601,control,s6593,0
602,witty,s6603,0
603,control,s7920,0
604,mysterious,s7612,0
605,mysterious,s7150,0
606,serious,s607,1
607,mysterious,s3523,0
608,serious,s7920,0
609,control,s3523,0
610,witty,s6063,0
611,enthusiastic,s4149,0
612,enthusiastic,s3026,0
613,serious,s8485,0
614,mysterious,s355,0
615,enthusiastic,s3026,0
616,enthusiastic,s7612,0
617,witty,s615,0
618,enthusiastic,s355,0
619,enthusiastic,s3557,0
620,witty,s7920,0
621,enthusiastic,s3363,0
622,serious,s355,0
623,mysterious,s615,0
624,witty,s553,0
625,mysterious,s7150,0
626,control,s3523,0
627,control,s3523,0
628,witty,s7920,0
629,serious,s6904,0
630,control,s4149,0
631,control,s8485,0
632,serious,s355,0
633,control,s355,0
634,control,s6063,0
635,control,s7150,0
636,enthusiastic,s3026,1
637,serious,s2305,0
638,witty,s553,0
639,serious,s553,0
640,mysterious,s2720,0
641,witty,s553,0
642,serious,s3363,0
643,enthusiastic,s607,0
644,witty,s2305,0
645,mysterious,s7095,0
646,enthusiastic,s3026,0
647,mysterious,s355,0
648,witty,s3363,0
649,enthusiastic,s6603,0
650,witty,s553,0
651,control,s7095,0
652,witty,s2326,0
653,witty,s6603,0
654,enthusiastic,s355,0
655,control,s7612,0
656,enthusiastic,s7150,0
657,serious,s2326,0
658,control,s3557,0
659,serious,s3363,0
660,enthusiastic,s2326,0
661,witty,s615,0
662,control,s6904,0
663,serious,s7240,0
664,mysterious,s615,0
665,enthusiastic,s3557,0
666,control,s3363,0
667,enthusiastic,s3363,0
668,serious,s6904,0
669,serious,s3557,0
670,control,s3557,0
671,witty,s6603,0
672,control,s3363,0
673,enthusiastic,s7612,0
674,serious,s615,0
675,mysterious,s615,0
676,mysterious,s607,0
677,enthusiastic,s615,0
678,serious,s3026,0
679,witty,s1676,0
680,mysterious,s6603,0
681,control,s3557,0
682,witty,s8485,0
683,serious,s2326,0
684,mysterious,s6904,0
685,witty,s7240,0
686,serious,s3557,0
687,control,s6603,0
688,serious,s6904,1
689,witty,s3363,0
690,witty,s3363,0
691,witty,s7150,0
692,enthusiastic,s6593,0
693,witty,s7612,0
694,witty,s8485,0
695,control,s3523,0
696,enthusiastic,s7612,0
697,witty,s2326,0
698,serious,s615,0
699,enthusiastic,s7612,0
700,mysterious,s7612,0
701,serious,s7920,0
702,serious,s2305,0
703,enthusiastic,s6904,0
704,enthusiastic,s355,0
705,enthusiastic,s3523,0
706,serious,s3363,0
707,witty,s355,0
708,control,s7612,0
709,mysterious,s3363,0
710,mysterious,s6593,0
711,enthusiastic,s355,0
712,mysterious,s3557,0
713,witty,s7150,0
714,serious,s7612,0
715,mysterious,s2886,0
716,serious,s6063,0
717,witty,s2326,0
718,witty,s553,0
719,serious,s607,0
720,control,s7150,0
721,enthusiastic,s1676,0
722,enthusiastic,s7612,0
723,serious,s2326,0
724,enthusiastic,s607,0
725,serious,s8485,0
726,witty,s2305,0
727,control,s3363,0
728,mysterious,s355,0
729,serious,s2886,0
730,mysterious,s6904,0
731,control,s7920,0
732,serious,s553,0
733,serious,s3523,0
734,control,s7240,0
735,witty,s4149,0
736,serious,s607,0
737,enthusiastic,s7240,0
738,serious,s7095,0
739,serious,s2305,0
740,serious,s7920,0
741,control,s8485,0
742,serious,s615,0
743,mysterious,s607,0
744,witty,s607,0
745,serious,s2720,0
746,witty,s355,1
747,serious,s6904,0
748,serious,s3557,0
749,mysterious,s2168,0
750,control,s2305,0
751,witty,s7920,0
752,mysterious,s2326,0
753,serious,s553,0
754,witty,s1676,0
755,serious,s1676,0
756,serious,s607,0
757,enthusiastic,s6593,0
758,mysterious,s3026,0
759,serious,s7612,0
760,witty,s8485,0
761,witty,s607,0
762,control,s6603,0
763,enthusiastic,s2305,0
764,mysterious,s7150,0
765,mysterious,s7612,0
766,serious,s6063,0
767,mysterious,s3363,0
768,witty,s1676,0
769,control,s2305,0
770,mysterious,s2168,0
771,serious,s607,0
772,witty,s1676,0
773,control,s7150,0
774,witty,s8485,0
775,control,s2326,0
776,serious,s553,0
777,serious,s6603,0
778,serious,s2168,0
779,control,s553,0
780,enthusiastic,s2305,0
781,mysterious,s6904,0
782,enthusiastic,s3557,0
783,enthusiastic,s2168,0
784,enthusiastic,s2720,0
785,witty,s615,0
786,mysterious,s3557,0
787,mysterious,s7920,0
788,serious,s607,0
789,mysterious,s3557,0
790,serious,s7920,0
791,serious,s607,0
792,control,s2326,0
793,control,s607,0
794,mysterious,s2305,0
795,control,s7095,0
796,witty,s2886,0
797,enthusiastic,s2326,0
798,control,s553,0
799,control,s615,1
800,serious,s2886,0
801,enthusiastic,s607,0
802,witty,s355,0
803,witty,s355,0
804,control,s607,0
805,control,s6603,0
806,control,s6603,0
807,control,s2168,0
808,serious,s2326,0
809,enthusiastic,s6904,0
810,serious,s2168,0
811,enthusiastic,s2326,1
812,enthusiastic,s3026,0
813,witty,s3523,0
814,mysterious,s1676,0
815,control,s7920,0
816,mysterious,s2305,0
817,control,s7920,0
818,mysterious,s2168,0
819,enthusiastic,s553,0
820,enthusiastic,s2326,0
821,enthusiastic,s6904,0
822,serious,s2168,0
823,enthusiastic,s7920,0
824,mysterious,s2720,0
825,witty,s6904,0
826,mysterious,s2720,0
827,mysterious,s1676,0
828,mysterious,s355,0
829,control,s2168,0
830,control,s6063,0
831,serious,s3026,0
832,control,s6904,0
833,mysterious,s6063,0
834,enthusiastic,s553,0
835,serious,s7612,0
836,enthusiastic,s7095,0
837,mysterious,s6593,0
838,enthusiastic,s3523,0
839,enthusiastic,s7095,0
840,witty,s6593,0
841,enthusiastic,s2168,0
842,control,s8485,0
843,mysterious,s6603,0
844,serious,s4149,1
845,serious,s2886,0
846,control,s3363,0
847,witty,s2326,0
848,control,s2886,1
849,control,s2168,0
850,serious,s1676,0
851,serious,s7612,0
852,enthusiastic,s7612,0
853,mysterious,s7920,0
854,witty,s7920,0
855,control,s2720,0
856,control,s615,0
857,mysterious,s6593,0
858,serious,s1676,0
859,enthusiastic,s3523,0
860,enthusiastic,s7095,1
861,mysterious,s615,0
862,mysterious,s4149,0
863,enthusiastic,s7150,0
864,witty,s6593,0
865,control,s2326,0
866,control,s7920,0
867,control,s8485,0
868,control,s6603,0
869,serious,s4149,0
870,witty,s7150,0
871,enthusiastic,s2326,0
872,enthusiastic,s2720,0
873,witty,s3557,0
874,witty,s2168,0
875,mysterious,s7240,0
876,control,s4149,0
877,mysterious,s4149,0
878,control,s2305,0
879,witty,s2886,0
880,enthusiastic,s6593,0
881,mysterious,s4149,0
882,serious,s553,0
883,control,s7150,0
884,mysterious,s8485,0
885,control,s7612,0
886,serious,s1676,0
887,witty,s607,1
888,control,s7612,0
889,mysterious,s3557,0
890,control,s553,0
891,serious,s553,0
892,mysterious,s6063,0
893,enthusiastic,s553,0
894,witty,s2720,0
895,mysterious,s6063,0
896,serious,s2168,0
897,serious,s7920,0
898,control,s6603,0
899,serious,s2168,0
900,control,s6063,0
901,serious,s2326,0
902,witty,s7150,0
903,serious,s7612,0
904,mysterious,s553,0
905,serious,s2720,0
906,enthusiastic,s6593,0
907,enthusiastic,s2168,0
908,serious,s607,0
909,serious,s3523,0
910,mysterious,s607,0
911,serious,s615,1
912,enthusiastic,s3026,0
913,serious,s4149,0
914,serious,s6603,0
915,enthusiastic,s7150,0
916,witty,s2305,0
917,enthusiastic,s6593,0
918,mysterious,s2326,0
919,control,s7240,0
920,witty,s7240,0
921,witty,s6063,0
922,enthusiastic,s2886,0
923,mysterious,s3363,0
924,mysterious,s2720,0
925,serious,s3557,0
926,serious,s553,0
927,control,s6593,0
928,control,s615,0
929,serious,s355,0
930,enthusiastic,s7150,0
931,serious,s4149,0
932,enthusiastic,s355,0
933,witty,s6603,0
934,control,s3523,0
935,serious,s7920,0
936,mysterious,s7920,0
937,enthusiastic,s1676,0
938,witty,s7095,0
939,control,s7920,0
940,witty,s6603,0
941,control,s6063,0
942,serious,s3523,0
943,mysterious,s2886,0
944,enthusiastic,s2886,0
945,serious,s7612,0
946,witty,s2886,1
947,control,s2326,0
948,serious,s6904,0
949,control,s7240,0
950,mysterious,s355,0
951,serious,s2326,0
952,witty,s7920,0
953,mysterious,s2305,0
954,witty,s7612,0
955,witty,s6063,0
956,serious,s7150,0
957,witty,s355,0
958,enthusiastic,s3557,0
959,control,s7150,0
960,witty,s6904,0
961,control,s6904,0
962,mysterious,s355,1
963,witty,s7150,0
964,serious,s2326,0
965,control,s6593,0
966,mysterious,s2168,0
967,mysterious,s4149,0
968,mysterious,s6904,0
969,control,s2886,0
970,enthusiastic,s6904,0
971,mysterious,s615,1
972,enthusiastic,s6593,1
973,control,s7920,0
974,control,s6603,0
975,serious,s553,1
976,mysterious,s6904,0
977,serious,s2326,0
978,witty,s6904,0
979,control,s7095,0
980,mysterious,s607,0
981,serious,s7240,0
982,control,s2326,0
983,witty,s2168,0
984,mysterious,s6904,0
985,witty,s7095,0
986,control,s6593,0
987,control,s2720,0
988,control,s355,0
989,serious,s553,0
990,mysterious,s615,0
991,control,s3363,0
992,serious,s2326,0
993,control,s2886,0
994,enthusiastic,s3363,1
995,enthusiastic,s553,0
996,mysterious,s2720,0
997,enthusiastic,s2305,0
998,enthusiastic,s7612,0
999,serious,s7240,0
1000,control,s553,0
1001,mysterious,s7240,0
1002,mysterious,s607,0
1003,witty,s553,0
1004,enthusiastic,s2168,0
1005,enthusiastic,s3026,0
1006,serious,s2168,0
1007,enthusiastic,s615,0
1008,mysterious,s2168,1
1009,mysterious,s2326,0
1010,mysterious,s6904,0
1011,witty,s607,0
1012,serious,s7240,0
1013,serious,s7612,1
1014,enthusiastic,s3363,1
1015,serious,s6063,0
1016,enthusiastic,s2720,0
1017,mysterious,s2305,0
1018,enthusiastic,s2305,0
1019,witty,s6063,0
1020,enthusiastic,s8485,0
1021,witty,s2886,1
1022,enthusiastic,s8485,0
1023,control,s3026,0
1024,control,s1676,0
1025,enthusiastic,s6593,0
1026,witty,s7920,0
1027,witty,s2326,0
1028,mysterious,s1676,0
1029,witty,s6603,0
1030,witty,s7150,0
1031,mysterious,s7095,0
1032,witty,s3557,0
1033,mysterious,s553,0
1034,witty,s3523,0
1035,serious,s7612,0
1036,mysterious,s3026,0
1037,mysterious,s8485,0
1038,enthusiastic,s6904,0
1039,enthusiastic,s6904,0
1040,witty,s553,0
1041,mysterious,s3523,0
1042,serious,s3557,0
1043,control,s7150,0
1044,serious,s2326,0
1045,mysterious,s2305,0
1046,serious,s7095,0
1047,enthusiastic,s355,0
1048,enthusiastic,s1676,0
1049,enthusiastic,s615,0
1050,serious,s607,0
1051,control,s2720,0
1052,serious,s615,0
1053,control,s1676,0
1054,serious,s3557,0
1055,witty,s355,0
1056,control,s615,0
1057,witty,s2886,0
1058,mysterious,s355,0
1059,witty,s2168,0
1060,witty,s7240,0
1061,witty,s2305,0
1062,mysterious,s1676,0
1063,enthusiastic,s6593,0
1064,mysterious,s355,0
1065,enthusiastic,s355,0
1066,control,s607,0
1067,control,s7240,0
1068,serious,s6603,0
1069,witty,s3363,0
1070,serious,s2720,0
1071,control,s6904,0
1072,enthusiastic,s6063,1
1073,serious,s7150,0
1074,mysterious,s3363,0
1075,serious,s3363,0
1076,enthusiastic,s6603,0
1077,witty,s7240,0
1078,serious,s615,0
1079,control,s553,0
1080,serious,s6904,0
1081,witty,s2720,0
1082,witty,s3026,0
1083,mysterious,s2720,0
1084,control,s6603,0
1085,enthusiastic,s4149,0
1086,serious,s607,1
1087,witty,s3523,0
1088,serious,s4149,0
1089,serious,s2326,0
1090,control,s2326,0
1091,serious,s615,0
1092,enthusiastic,s7920,0
1093,witty,s553,0
1094,mysterious,s615,0
1095,serious,s7612,0
1096,serious,s2886,1
1097,mysterious,s8485,0
1098,mysterious,s6063,0
1099,enthusiastic,s2886,0
1100,enthusiastic,s615,0
1101,witty,s6904,0
1102,serious,s6904,0
1103,enthusiastic,s615,0
1104,witty,s6603,0
1105,control,s553,0
1106,mysterious,s7150,0
1107,control,s7920,0
1108,witty,s2720,0
1109,mysterious,s615,0
1110,serious,s553,0
1111,witty,s355,0
1112,control,s355,0
1113,serious,s3026,0
1114,control,s8485,0
1115,control,s3523,0
1116,control,s7095,0
1117,control,s2886,0
1118,witty,s7240,0
1119,witty,s3557,0
1120,control,s3026,0
1121,serious,s7612,0
1122,control,s2326,0
1123,control,s553,0
1124,serious,s7240,0
1125,witty,s6603,0
1126,witty,s2326,0
1127,enthusiastic,s1676,0
1128,control,s2886,0
1129,enthusiastic,s7612,0
1130,serious,s553,0
1131,mysterious,s355,0
1132,witty,s3363,0
1133,serious,s355,1
1134,serious,s6603,0
1135,mysterious,s7095,0
1136,enthusiastic,s607,0
1137,control,s4149,0
1138,witty,s7612,0
1139,serious,s6063,0
1140,witty,s6603,0
1141,control,s6904,0
1142,witty,s3557,0
1143,witty,s6904,0
1144,mysterious,s4149,0
1145,serious,s7240,0
1146,witty,s6063,0
1147,control,s6603,0
1148,control,s6904,0
1149,mysterious,s7095,0
1150,witty,s2168,1
1151,control,s2720,0
1152,enthusiastic,s8485,1
1153,serious,s6063,0
1154,witty,s7612,1
1155,serious,s6063,0
1156,enthusiastic,s2886,0
1157,control,s2720,0
1158,enthusiastic,s4149,0
1159,enthusiastic,s7240,0
1160,serious,s8485,1
1161,control,s2326,0
1162,serious,s3026,0
1163,serious,s7240,0
